RAM_GB,Storage_GB,Age_In_Months,Battery_Capacity_mAh,Camera_MP,Cover_Color_ID,IMEI_Last_Digit,Pincode_Last_Digit,Resale_Price_INR
8,128,1.8,5000,108,5,1,2,32869.0
4,256,32.9,4000,12,4,0,9,24691.0
8,256,51.2,4000,48,2,1,7,17713.0
8,64,57.5,4000,12,5,6,7,13995.0
3,128,34.4,5000,12,3,6,2,15491.0
8,128,31.4,4000,108,2,9,6,28360.0
4,256,6.0,3000,48,3,5,2,21068.0
4,64,33.4,5000,50,3,4,3,13629.0
8,128,23.4,3000,108,3,2,8,24651.0
4,128,36.8,4500,50,2,2,3,6319.0
8,64,23.9,5000,48,5,8,2,23917.0
8,64,15.2,4500,12,6,3,4,25517.0
6,128,6.6,4000,64,1,8,6,22505.0
3,256,19.6,4000,64,5,3,4,23743.0
4,64,6.7,6000,48,2,1,3,16224.0
6,128,11.4,4000,64,1,3,7,21843.0
12,64,59.3,4500,50,1,5,3,17635.0
6,256,27.2,4000,64,1,5,1,25125.0
4,64,32.4,5000,48,6,4,9,11867.0
6,256,52.5,4000,48,4,0,5,12292.0
6,64,59.7,6000,50,2,2,1,8731.0
8,64,35.4,4000,64,6,4,2,24371.0
4,32,48.9,4500,64,6,5,0,7950.0
8,64,20.3,4500,12,4,0,4,25891.0
6,128,19.0,4000,108,1,8,8,20859.0
12,64,24.8,4500,48,4,2,1,28558.0
4,256,40.7,4500,12,4,9,6,10008.0
6,32,41.2,6000,48,6,2,4,5737.0
12,64,19.6,5000,12,2,1,1,26547.0
4,64,8.9,6000,108,3,7,7,19607.0
12,32,38.3,3000,12,4,2,5,11102.0
6,64,8.6,6000,48,4,5,3,20089.0
3,128,35.1,4000,64,1,1,3,19507.0
4,128,41.9,5000,48,1,6,1,8993.0
8,128,42.3,4000,50,6,3,2,14675.0
3,128,45.5,3000,50,1,8,6,4384.0
6,128,52.5,5000,50,5,9,2,7640.0
4,32,30.5,4500,50,4,8,4,14883.0
6,128,44.1,6000,108,1,6,9,7499.0
3,512,37.5,4000,64,2,7,5,16539.0
8,128,12.0,3000,64,5,2,5,24692.0
12,128,2.5,4500,48,6,4,3,35005.0
12,64,17.8,6000,12,3,1,5,27921.0
8,256,27.1,4500,48,4,9,2,32381.0
4,256,37.4,6000,48,4,6,6,12246.0
8,128,51.1,5000,48,2,7,6,18738.0
3,512,12.6,4500,48,3,8,3,34326.0
3,64,8.4,4500,64,3,6,1,14576.0
4,32,57.8,4500,12,6,9,6,4856.0
6,256,7.4,5000,48,6,9,2,26456.0
8,256,29.2,3000,64,5,7,0,27582.0
6,64,35.5,6000,48,4,8,1,16246.0
6,64,32.9,4500,50,1,5,9,16104.0
4,32,6.1,5000,48,6,9,8,14261.0
12,64,4.4,3000,48,2,1,7,26889.0
6,256,7.2,6000,108,2,1,5,31151.0
6,128,35.5,5000,50,2,3,5,19631.0
4,64,33.1,6000,12,6,8,0,15252.0
8,64,14.8,4500,48,6,6,1,25658.0
6,32,38.6,3000,12,2,1,3,2500.0
4,64,49.4,5000,50,6,7,2,5980.0
3,128,3.5,3000,48,1,6,0,11270.0
6,512,30.4,4500,108,1,8,7,43016.0
6,256,41.7,3000,64,5,7,6,9289.0
4,32,15.9,3000,108,4,2,3,6130.0
12,256,19.2,4000,108,1,0,8,41707.0
4,256,37.2,3000,64,5,1,3,4873.0
6,256,54.0,6000,64,3,1,0,13382.0
12,128,48.8,5000,64,4,3,9,14903.0
6,64,35.4,4000,48,1,5,0,14365.0
6,64,44.1,5000,12,3,3,0,9028.0
4,32,22.5,5000,12,5,8,0,14253.0
4,64,38.8,4500,64,1,3,3,7267.0
12,64,28.5,4500,108,1,5,0,30941.0
6,128,12.2,4000,50,6,5,1,18003.0
8,256,42.4,4500,64,3,9,3,20271.0
4,128,33.8,4500,108,1,9,6,19810.0
4,32,22.2,4500,108,2,0,1,18522.0
3,512,54.8,5000,48,6,7,7,15894.0
6,512,2.2,4000,48,6,2,6,40086.0
4,256,19.6,5000,12,1,5,8,23707.0
8,512,4.4,6000,12,6,2,5,49459.0
6,128,46.2,5000,50,4,1,3,10422.0
12,512,42.4,6000,50,3,4,5,29844.0
4,32,20.5,3000,50,4,0,3,9338.0
8,64,40.9,3000,50,5,8,6,7694.0
8,64,24.4,6000,108,4,6,8,23371.0
8,64,45.6,6000,108,2,2,2,15024.0
8,64,27.8,5000,12,6,3,2,23283.0
8,128,25.3,6000,48,6,5,1,27694.0
6,256,56.1,4000,48,2,2,0,10784.0
4,128,15.8,3000,64,6,6,0,12951.0
3,64,8.1,3000,108,4,5,2,12058.0
12,256,35.5,6000,50,5,8,6,36710.0
6,128,58.2,4500,50,1,4,8,8306.0
8,64,23.3,4500,64,2,3,1,24751.0
6,128,4.7,6000,48,4,2,6,23099.0
4,64,21.0,4000,50,4,9,0,15961.0
4,64,30.8,4500,48,4,0,1,16298.0
6,512,10.6,6000,64,1,2,5,40357.0
6,64,39.8,4000,48,3,2,4,4327.0
4,128,59.9,4000,48,6,6,7,6762.0
6,256,27.7,5000,48,6,6,1,23645.0
3,256,21.9,4000,50,5,0,0,26848.0
6,32,24.6,4500,12,3,2,6,12279.0
4,64,7.8,4500,108,6,7,5,18262.0
8,32,53.1,6000,48,5,8,7,15197.0
4,128,25.5,6000,48,5,6,7,19113.0
6,128,23.8,4000,48,4,6,1,22247.0
3,64,39.9,3000,12,2,7,7,2500.0
3,512,27.1,5000,64,4,5,5,35101.0
4,128,39.2,3000,50,1,2,8,2500.0
6,64,4.6,4000,12,6,0,6,17515.0
6,128,49.0,4000,48,5,6,1,8275.0
4,128,56.5,3000,12,2,0,7,2500.0
6,32,39.3,5000,12,6,0,8,7071.0
8,64,57.3,3000,12,5,8,6,9751.0
8,256,9.9,6000,64,5,9,3,37132.0
3,128,29.2,4500,108,4,6,8,19256.0
6,128,36.5,6000,50,2,3,3,10022.0
4,128,35.3,4500,64,2,5,3,16204.0
4,32,24.7,4000,64,6,0,8,13962.0
12,64,20.9,5000,108,5,6,7,29429.0
4,128,8.5,3000,64,2,5,3,12348.0
6,64,24.1,5000,12,2,3,7,17365.0
6,32,10.6,3000,12,6,6,7,8990.0
8,256,44.3,6000,48,4,2,6,22245.0
6,512,13.3,6000,64,3,0,9,42539.0
3,256,4.5,3000,48,1,3,5,18648.0
4,256,33.6,5000,50,3,2,7,24342.0
6,64,36.1,3000,12,2,0,6,6328.0
3,512,52.4,4000,50,5,1,4,17684.0
4,64,35.0,6000,108,1,4,3,17309.0
3,512,21.4,4000,12,1,7,1,33557.0
3,512,48.4,6000,50,5,0,7,20282.0
4,256,32.9,6000,108,1,3,8,28187.0
4,512,5.7,4500,50,5,3,3,37367.0
6,128,34.4,4000,108,1,4,3,22910.0
6,64,54.6,4000,108,6,6,4,7884.0
8,128,24.4,4500,12,6,7,1,25149.0
4,128,18.5,5000,48,3,5,6,17464.0
4,32,9.5,4000,108,1,0,4,16599.0
4,128,9.9,3000,108,4,6,5,13995.0
6,512,26.5,4500,12,5,2,3,35783.0
8,64,36.1,4000,48,1,5,7,13816.0
3,256,5.8,5000,64,6,7,7,24825.0
12,512,56.4,4000,64,6,6,4,26093.0
3,512,45.6,6000,48,5,9,5,16917.0
6,512,35.6,3000,50,4,5,2,34027.0
8,128,49.9,4500,12,1,8,0,15570.0
8,512,5.7,6000,48,1,8,8,48608.0
8,256,29.1,5000,64,4,0,8,33748.0
8,64,38.2,6000,108,4,0,2,15895.0
4,128,49.9,6000,64,4,0,3,8453.0
8,256,47.2,5000,108,6,7,6,20026.0
3,64,17.3,6000,12,5,9,1,15293.0
8,128,56.5,4500,108,4,6,2,16655.0
6,128,8.3,4000,48,5,2,5,20713.0
8,64,52.6,6000,108,3,1,7,17655.0
6,128,58.3,4500,50,1,3,0,11234.0
6,256,11.5,4000,48,1,2,3,24677.0
6,128,43.6,4000,12,2,6,0,5868.0
8,32,3.4,6000,48,3,9,1,25046.0
3,32,24.9,4500,50,4,7,7,12881.0
3,64,31.5,6000,12,4,5,5,13407.0
4,512,35.3,5000,64,6,2,8,38281.0
4,64,56.2,4000,50,3,5,1,5113.0
8,128,40.7,6000,12,4,1,2,13218.0
4,64,29.4,4000,108,2,6,8,13238.0
12,64,48.8,4500,48,5,9,8,17016.0
4,256,57.1,3000,12,1,6,5,7089.0
4,256,2.3,6000,48,3,3,2,23996.0
8,32,59.0,6000,108,1,7,4,16577.0
6,128,6.1,4000,12,5,3,1,20170.0
6,32,49.0,4500,64,3,6,6,6492.0
6,128,17.5,5000,50,5,3,9,19557.0
8,128,8.8,4500,12,4,4,7,30043.0
4,64,27.0,6000,108,4,6,5,18429.0
12,64,39.0,5000,12,4,9,7,16956.0
12,64,23.5,4500,48,5,2,1,27265.0
6,512,4.2,3000,12,5,9,2,36444.0
4,512,36.4,4000,64,5,4,6,17951.0
6,32,54.2,4500,12,1,2,9,6059.0
3,256,23.6,4500,50,5,4,0,23121.0
3,64,13.8,3000,12,4,2,6,6711.0
4,64,27.1,6000,48,2,9,5,15751.0
6,256,3.9,4000,12,5,6,7,27097.0
8,512,49.4,4500,64,2,0,6,24921.0
8,512,49.8,5000,108,4,8,3,26781.0
8,128,35.7,4500,12,5,8,2,25592.0
6,64,21.8,4000,12,1,4,2,16386.0
4,256,48.2,4500,50,1,8,3,10574.0
4,64,33.7,3000,64,2,9,8,9162.0
12,128,49.7,4500,108,6,5,8,19287.0
3,64,38.3,4500,48,1,4,1,5607.0
8,128,47.3,5000,12,1,2,4,14251.0
6,64,36.3,3000,108,1,7,0,2973.0
6,64,25.4,3000,48,4,3,3,11619.0
8,512,57.5,4500,64,1,9,1,24906.0
6,64,32.9,5000,64,3,2,7,16113.0
8,128,36.7,4500,108,5,5,3,18058.0
12,64,14.0,4500,48,1,7,4,30649.0
6,32,37.9,4000,64,6,8,3,8631.0
4,32,34.7,4000,108,6,5,4,12343.0
6,64,11.9,5000,64,1,4,4,19552.0
12,256,4.5,6000,64,1,1,4,44286.0
4,64,36.7,4000,64,3,1,2,6883.0
6,512,46.1,6000,50,1,8,6,18998.0
6,128,31.9,3000,48,1,1,2,13267.0
8,128,14.4,4000,108,5,1,1,28094.0
4,128,40.3,4000,108,6,2,2,10070.0
8,128,5.7,5000,48,3,2,2,29279.0
12,256,27.1,6000,48,6,3,7,38650.0
4,64,10.6,4000,48,3,6,3,16020.0
4,64,11.9,4000,48,6,8,2,16059.0
12,256,12.9,5000,12,1,1,9,37224.0
4,512,23.8,5000,108,6,3,4,38069.0
8,256,4.0,6000,12,6,8,3,34707.0
6,128,24.5,3000,64,3,1,8,17933.0
4,256,31.2,3000,64,2,9,7,20840.0
8,128,29.5,4500,108,3,0,6,29939.0
6,128,23.6,4000,64,3,9,7,19070.0
6,64,50.5,6000,48,3,7,4,7314.0
4,128,9.6,4000,12,4,8,3,17739.0
6,64,30.8,6000,48,4,6,6,20287.0
4,64,4.7,6000,64,4,7,0,17980.0
4,256,5.2,6000,12,3,3,5,26307.0
12,64,34.9,4000,48,2,3,7,23228.0
4,32,34.4,5000,108,3,1,6,14475.0
6,32,52.8,4000,48,1,7,1,3917.0
4,512,33.9,6000,64,2,1,6,36876.0
8,128,57.6,4500,12,4,8,5,14945.0
4,128,3.9,3000,108,6,3,4,15277.0
12,256,6.8,6000,12,6,0,3,38463.0
6,256,3.6,4500,108,5,3,0,28411.0
4,64,11.9,5000,12,2,2,1,14289.0
3,128,32.9,6000,64,4,5,6,17103.0
4,256,39.1,4500,108,2,6,9,12287.0
6,128,3.7,6000,50,2,7,2,22323.0
4,64,56.8,4000,12,6,1,4,7026.0
8,256,50.7,4500,12,3,5,7,15278.0
6,128,18.5,4000,48,1,5,7,19927.0
4,64,5.6,4000,108,5,9,5,17302.0
6,128,11.0,4500,50,4,4,4,20417.0
8,32,8.5,3000,64,2,9,1,18182.0
4,64,8.3,4500,48,5,9,8,15354.0
4,256,31.6,3000,50,2,6,0,15722.0
3,32,15.5,6000,108,6,2,1,15710.0
8,128,22.1,6000,50,1,3,0,29512.0
6,128,59.4,4500,12,6,9,3,6749.0
6,32,41.4,6000,12,5,8,3,9636.0
8,512,57.0,5000,48,4,3,4,25060.0
8,64,9.4,4000,108,2,2,4,26953.0
6,64,23.5,4000,108,1,1,7,19760.0
8,64,33.7,3000,50,6,4,2,21615.0
4,64,5.5,6000,48,5,3,5,15313.0
4,32,1.2,3000,108,6,7,2,10274.0
4,256,40.6,4000,12,2,6,1,10404.0
3,512,38.9,4000,50,2,5,7,15981.0
6,64,25.2,6000,64,4,1,0,19170.0
12,128,29.9,5000,12,1,2,8,29089.0
3,256,25.5,5000,48,3,9,6,25099.0
4,256,2.4,6000,108,6,8,9,29582.0
6,128,20.8,6000,12,2,8,3,21643.0
12,64,11.4,3000,64,5,4,2,23331.0
4,64,6.8,6000,64,6,2,5,16800.0
6,256,57.4,5000,48,4,1,8,13169.0
3,256,36.4,6000,12,4,7,8,12100.0
4,64,44.0,3000,50,2,5,3,2500.0
12,64,19.6,3000,12,2,9,9,22175.0
12,512,24.2,3000,64,2,6,4,45333.0
3,256,15.0,3000,48,3,0,8,18185.0
12,512,6.7,4500,48,2,0,1,50654.0
6,256,11.6,6000,50,6,9,1,26475.0
8,64,48.1,4000,48,6,1,4,15506.0
6,128,41.0,6000,48,1,9,0,9373.0
6,128,33.3,4500,48,5,2,7,20505.0
6,32,29.0,3000,48,2,0,4,10012.0
6,128,55.4,4500,48,6,4,9,8971.0
4,256,5.3,5000,64,6,2,1,25231.0
3,64,17.6,5000,12,6,0,8,11339.0
4,256,21.6,6000,108,3,7,1,26423.0
8,128,47.2,6000,48,5,5,6,18731.0
4,512,59.6,4000,108,4,8,7,18971.0
6,32,15.2,4000,108,6,2,5,15998.0
12,64,52.6,5000,64,2,8,6,15788.0
3,128,50.0,3000,48,6,8,0,2500.0
6,64,14.3,4500,108,5,0,3,16579.0
6,256,24.6,4000,48,4,2,6,25628.0
8,256,25.2,4000,50,3,5,0,36074.0
4,64,58.7,3000,50,1,7,0,3808.0
6,128,11.7,3000,50,2,3,5,16278.0
8,128,48.2,6000,108,1,4,3,16390.0
12,64,20.7,4500,50,3,8,2,26468.0
6,512,44.1,3000,64,5,5,4,15766.0
6,256,25.8,4000,64,5,6,8,26528.0
6,128,35.1,4000,108,3,6,9,19556.0
8,256,50.1,5000,48,6,3,9,18390.0
6,128,48.4,3000,12,3,3,9,4543.0
3,512,52.1,6000,48,2,3,2,16095.0
12,128,4.5,4500,48,4,4,4,33437.0
6,256,41.8,6000,48,1,4,9,11017.0
6,256,9.3,4000,48,1,7,4,30042.0
4,64,25.5,6000,12,5,8,8,13287.0
6,256,33.4,4000,50,6,1,9,25803.0
4,64,24.8,4000,48,5,6,3,12062.0
6,64,31.7,4000,64,2,0,0,15543.0
4,64,59.8,4000,108,3,0,9,7755.0
6,512,9.0,4000,108,1,3,4,42973.0
12,256,40.9,5000,64,2,9,0,22871.0
3,256,24.4,6000,48,5,6,5,23884.0
12,256,8.8,5000,12,5,1,9,37453.0
6,128,10.4,5000,50,1,1,9,19454.0
8,512,57.0,3000,108,5,0,6,23595.0
8,128,52.9,3000,50,6,9,0,11189.0
6,64,54.5,3000,12,5,1,9,2500.0
8,64,59.5,4500,108,4,6,3,16388.0
8,256,13.3,3000,50,3,8,8,30517.0
6,256,22.0,6000,12,5,5,0,26011.0
4,64,40.5,5000,50,4,9,8,7847.0
6,32,29.5,6000,48,2,1,7,14543.0
8,256,25.7,3000,12,5,9,4,25178.0
8,32,22.1,4500,50,6,9,5,25049.0
8,256,36.0,4500,48,2,8,6,18670.0
6,512,35.0,5000,48,5,6,3,37787.0
8,128,10.5,6000,12,1,0,5,28394.0
4,64,28.8,4000,64,4,8,6,13110.0
6,256,33.7,6000,108,4,1,5,29800.0
3,256,34.6,3000,12,1,3,5,16350.0
4,128,13.4,4000,48,3,8,1,17513.0
4,512,44.8,4500,48,6,3,4,15615.0
4,32,2.5,5000,12,4,2,2,14217.0
6,128,21.9,5000,64,2,0,6,16889.0
4,256,47.0,4500,108,6,6,3,12288.0
6,256,34.3,3000,50,4,5,0,21973.0
4,64,16.4,4500,12,3,9,5,13944.0
4,256,42.0,3000,108,2,3,5,9349.0
4,128,34.5,4000,108,6,5,6,16238.0
3,64,48.0,4500,48,2,5,7,8759.0
6,64,44.4,3000,50,1,3,2,4421.0
6,256,37.0,4000,12,5,5,5,12414.0
6,64,29.8,4500,48,1,9,9,14958.0
6,64,8.9,5000,48,6,7,1,16785.0
4,64,16.4,4500,64,5,2,8,15300.0
8,256,25.7,6000,108,1,3,1,38586.0
